type	dataset_uuid	dataset_source_repo	dataset_title	description	dataset_source_id	dataset_source_url	PI_name	GPA	dataset_doc	dataset_pmid	funding_source	release_date	limitations_for_reuse	assay_method	study_type	primary_disease	participant_count	sample_count	study_links	related_genes	related_diseases	related_terms	dataset_storage_distribution
dataset	263a40fd-1698-5766-a736-742ac5ff6d26	GDC	MAITS in HCC	<p>Hepatocellular Carcinoma (HCC) is a leading cause of cancer-related death and can be considered a prototype of inflammation-derived cancer arising from chronic liver injury. The cell composition of the HCC tumor immune microenvironment (TiME) has a major impact on cancer biology as the TiME can have divergent capacities on tumor initiation, progress, and response to therapy. Recent development of multi-omics and single-cell technologies help us to comprehensively quantify the cellular heterogeneity and spatial organization of the TiME and to further our understanding of antitumor immunity. We investigated the cellular composition of liver cancer patient samples (n=8) using single-cell RNA-seq. For this purpose, mononuclear cells were isolated from human liver cancer samples. Three locations within the tumor-bearing liver were used: adjacent liver, rim and tumor core. Then, cells were FACS sorted (either CD45+ cells or MAIT cells) and subjected to 10X Chromium-based scRNA-seq. We investigated immune cell changes and the cellular heterogeneity of the HCC TiME with a focus on MAIT cells. Annotated H5 files are provided. Clinical metadata including TMN stage, sex, gender, ethnicity, pretreatment, and histopathological reports are available for all patient samples. Further details on the study can be obtained in our paper once it&#8217;s published.</p><p>A complementary dataset derived from ultrahighplex CO-Detection by indEXing (CODEX) from paired patient samples can be accessed through The Cancer Imaging Archives (TCIA) under DOI: <a href='https://doi.org/10.7937/bh0r-y074' target='_blank'>https://doi.org/10.7937/bh0r-y074</a>.</p>	phs003279	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003279	Tim F. Greten	Kathleen Calzone	Center for Cancer Research (CCR)			5/18/2023	GRU	Seq_RNA_Expression_SC	Single Cell Analysis	Transitional Cell Papillomas and Carcinomas	8	36				Not Provided	NCI Genomic Data Commons (GDC)
dataset	34c26e08-2815-58f4-a0e4-b22abfe21e68	GDC	Childhood Cancer Data Initiative (CCDI): Clonal Evolution During Metastatic Spread in High-Risk Neuroblastoma	<p>The goal of this study is to deliver a detailed characterization of the patterns of disease dissemination at diagnosis, during progression and in response to therapy in high-risk neuroblastoma. Longitudinal and spatially distinct tumors were collected from patients. Clinical data includes diagnosis and treatment information. Biospecimen data includes whole genome sequencing (WGS) and whole transcriptome sequencing (WTS).</p>	phs003111	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003111	Elli Papaemmanuil, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)	37169874		2/28/2023	HMB	RNA-Seq;WGS	Longitudinal Cohort;Transcriptome Sequencing;Whole Genome Sequencing	Pediatric Cancer	129	487		MYCN;ATRX;TERT	Neoplasms;Pediatrics;Neuroblastoma	Rare Disease;Blastoma;CA;CA - Cancer;Cancer;MT	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	996b401d-a0ee-5811-bbaa-a82b6ea2d341	GDC	Childhood Cancer Data Initiative (CCDI): Comprehensive Genomic Sequencing of Pediatric Cancer Cases (CMRI/KUCC)	<p>This study provides paired tumor normal genomic sequencing data from ~ 200 children with cancer, including both solid tumors and leukemias, done by the Children's Mercy Research Institute (CMRI) and University of Kansas Cancer Center (KUCC). These data include whole genome sequencing (generally, ~20x), whole exome sequencing (generally, ~300x), bulk RNA sequencing (generally, ~80 million reads), and single-cell RNA and ATAC sequencing (>50,000 reads/cell). Additional phenotypic, pathologic, and genetic data, gathered clinically for these samples, are also provided. </p>	phs002529	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002529	Roy Jensen, MD;Midhat Farooqi, MD, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)		National Cancer Institute, Center for Biomedical Informatics and Information Technology 3P30CA168524-09S3;Big Slick;Children's Mercy Research Institute;Black & Veatch;Braden's HOPE For Childhood Cancer;Curing Kid's Cancer;Alex s Lemonade Stand;Noah's Bandage Project;Children's Mercy Cancer Center Auxiliary Research Fund;Department of Defense, U.S. Army Medical Research and Development Command W81XWH-20-1-0358;Masonic Cancer Alliance, Partner's Advisory Board	2/28/2023	DS-CA	RNA-Seq;WXS;WGS;ATAC-seq	Case Set;Clinical Cohort;Clinical Genetic Testing;Exome Sequencing;Full Transcriptome Sequencing;Individual-Level Genomic Data;Mixed;Probands;Repository;RNA Sequencing;Sequencing;Single Cell Analysis;Transcriptome Sequencing;Tumor;Tumor vs. Matched-Normal;Whole Genome Sequencing	Pediatric Cancer	193	372		ALK;BRAF;CRLF2;CTNNB1;ETV6;EWSR1;FLT3;FOXO1;IKZF1;KMT2A;KRAS;MYCN;NOTCH1;NPM1;NRAS;NUP98;P2RY8;RUNX1;SMARCB1;TP53	Leukemia;Neoplasms;Pediatrics;Exome Sequencing;RNA-Seq	Leukemia;Blood (Leukemia);Blood cancer;Leucocythaemia;Leucocythaemias;Leucocythemia	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	831af1c1-898b-560e-adac-6913b30fcca0	GDC	Genomic Characterization CS-MATCH-0007 Arm Y	<p>The CS-MATCH-0007 protocol is a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from all patients enrolled on a treatment arm of the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a>. The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to their corresponding genomic alterations. Arm Y is one of the treatment sub-protocols within the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a> where patients with AKT mutations are treated with AZD5363. This subprotocol is one of the treatment arms in the EAY-131 trial included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood and RNA from tumor tissue. A fuller genomic landscape of tumors from these patients will enable discovery of potential molecular features correlated to clinical outcomes or lay the foundation for future studies leading to new and more effective treatments.</p>	phs001904	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001904	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;33377972;37322121	Division of Cancer Treatment and Diagnosis	2/7/2023	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	31	31	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	AKT1		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	9ac0539e-058e-5cb3-9d3e-bc2c0cc9c923	GDC	Radiation-Related Genomic Profile of Papillary Thyroid Cancer after the Chernobyl Accident	<p>The April 26, 1986 accident at the Chernobyl nuclear power plant in northern Ukraine resulted in the release of radioactive contaminants, which were deposited in the surrounding areas in Ukraine, Belarus, and Russia. The main radiation-related health effect resulting from these exposures is the increased occurrence of thyroid cancer among individuals who were children at the time of the accident or born shortly thereafter.</p> <p>The purpose of this study was to conduct a comprehensive genomic landscape analysis of papillary thyroid tumors arising in individuals who were exposed as children to radioactive iodine (I-131) from the Chernobyl nuclear power plant accident.</p>	phs001134	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001134	Stephen J. Chanock, MD			22394998	Intramural funds, ZIA CP010132-19	1/24/2023	NRUP;GRU	Array_SNP	Case Set	Thyroid Cancer	442	4615	https://www.chernobyltissuebank.com/		Chernobyl Nuclear Accident;Neoplasms, Radiation-Induced;Iodine Radioisotopes	Neoplasms, Radiation-Induced;Neoplasm, Radiation-Induced;Neoplasms, Radiation Induced;Radiation Induced Neoplasm;Radiation Induced Neoplasms;Radiation-Induced Neoplasm	NCI Genomic Data Commons (GDC)
dataset	480e848b-513e-5706-a9f5-283f1d29ad03	GDC	Genomic Characterization CS-MATCH-0007 Arm Q	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;draw=2&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a>. The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm Q is one of the treatment sub-protocols within the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;draw=2&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a> where patients with HER2 amplification are treated with Kadcyla<sup>&#174;</sup> (ado-trastuzumab emtansine). This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including tumor tissue and whole blood.</p>	phs001926	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001926	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;31504139;37322121	Division of Cancer Treatment and Diagnosis	1/10/2023	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	35	35	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	HER2		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	0b15d1ea-fb6b-59d4-8187-2d3ede5a2466	GDC	Childhood Cancer Data Initiative (CCDI): OncoKids - NGS Panel for Pediatric Malignancies	<p>This study aimed to systematically collect clinical, registry and genomic data on pediatric cancer patients, and to contribute to the CCDI Pediatric Data Ecosystem. Clinical, treatment and outcome data on 1,039 pediatric cancer patients whose molecular profile was characterized on OncoKids gene panel at Children's Hospital Los Angeles was abstracted and harmonized for submission to the NCI's Cancer Data Service. The OncoKids panel was designed to detect DNA mutations and amplification in almost 200 oncogenes and tumor suppressor genes, a limited number of pharmacogenomic targets and 1,700 disease-associated gene fusions at the RNA level. The panel encompasses the vast majority of FDA's relevant pediatric molecular target list, as well as additional genes associated with ultra-rare pediatric tumors. The final data elements included DNA/RNA sequence data, OncoKids test results, clinical data on demographics, diagnosis, comorbidity and adverse events and treatment data. <br> </p>	phs002518	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002518	Amie E. Hwang, PhD, MPH	Joseph Flores-Toro	Office of Data Sharing (ODS)			12/7/2022	GRU	AMPLICON	Case Set;Clinical Genetic Testing	Pediatric Cancer	1039	2246			Childhood;Pediatric	Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	16ff928c-a688-5a0e-b4ee-5a5cc4b2fcf8	GDC	Identification of Somatic Changes in Tumors from Fanconi Anemia Patients	<p>This study focused on the identification of genomic signatures present in tumors from Fanconi anemia patients. Fanconi anemia is a rare hereditary disease caused by defects in DNA interstrand crosslink repair. The primary patient phenotypes are bone marrow failure and cancer predisposition. We concentrated on squamous cell carcinomas and used whole genome Illumina sequencing (22 tumor samples and 12 normal samples) , whole exome sequencing (37 tumor samples and 33 normal samples), PacBio long-read whole-genome (nine tumor and four normal samples),10X linked-read whole-genome sequencing, 10x single-cell/nuclei 3&#39; RNA sequencing (three tumor samples), 10x Visium spatial transcriptomics (one tumor sample), EPIC 850K methylation array (six samples), and bulk RNAseq (six tumor samples) to identify somatic changes present in tumors. </p><p>The study aimed to identify changes that drive tumorigenesis in Fanconi anemia, give insight into the early development and aggressive nature of these tumors, and suggest therapeutic avenues for these patients. Another goal was to compare the genomic changes identified in tumors from Fanconi anemia patients with sporadic head and neck cancers. </p><p>This study demonstrated that the tumors from Fanconi anemia individuals are generally not driven by HPV. Instead, they acquire mutations in the p53 tumor suppressor. The main characteristic of the tumors is the presence of a high number of structural variants in the form of small deletions, unbalanced translocations, and fold-back inversions, which often form complex rearrangements. These rearrangements result in amplifications and deletions of a multitude of oncogenes and tumor suppressors, respectively. The study also shows that lack of the Fanconi anemia DNA repair pathway leads to an epithelial-to-mesenchymal transition in a mouse model and in human samples that may influence the behavior of tumors in Fanconi anemia. Finally, comparing genomic changes in Fanconi anemia and sporadic tumors of the head and neck, we propose that the structural variants present in sporadic cancer result in a functional deficiency of the Fanconi anemia DNA repair pathway. </p>	phs002652	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002652	Agata Smogorzewska, MD, PhD	Ian Fingerman	Division of Cancer Biology (DCB)		Pershing Square Sohn Prize for Young Investigators in Cancer Research;Fanconi Anemia Research Fund award;R01 HL120922;R01 CA204127;National Center for Advancing Translational Sciences (UL1 TR001866);Rubicon fellowship  (019.153LW.038);KWF Kankerbestrijding Young Investigator Grant (12797/2019-2, Bas Mulder Award);Howard Hughes Faculty Scholar Award	11/14/2022	NRUP;GRU	WXS;Synthetic-Long-Read;OTHER;WGS;RNA-Seq;Array_DNA_Methylation	Copy Number Variation (CNV);Exome Sequencing;Single Cell Analysis;Transcriptome Sequencing;Tumor vs. Matched-Normal;Whole Genome Sequencing	Anemias	50	137		FANCA;FANCC;FANCG;FANCD2;FANCM;FANCJ;FANCP;PIK3CA;MYC;EGFR;BRCA1;BRCA2;p53	Squamous Cell Carcinoma of Head and Neck;Genomic Instability;DNA Damage;DNA Copy Number Variations	DNA Damage;Genomic Instability;DNA Injuries;DNA Injury;DNA Lesion;DNA Lesions	NCI Genomic Data Commons (GDC)
dataset	51a0fcf6-0081-5f41-8535-b706b54e16bc	GDC	Integrative Analysis of Lung Adenocarcinoma in EAGLE (Phase 2)	<p>We performed whole genome sequencing and whole exome sequencing of 31 lung adenocarcinoma (LUAD) samples from the Environment And Genetics in Lung cancer Etiology (EAGLE) study.</p>	phs001239	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001239	Maria Teresa Landi, MD, PhD	Geoffrey Tobias	Division of Cancer Epidemiology and Genetics (DCEG)		Intramural program, NCI, DCEG	10/18/2022	DS-LDS-MDS		Case Set	Lung Cancer	50	150	https://dceg.cancer.gov/research/cancer-types/lung/environment-genetics-lung-cancer-etiology-eagle		Adenocarcinoma of Lung	ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung;Adenocarcinoma, Lung;Adenocarcinomas, Lung;Lung Adenocarcinoma	NCI Genomic Data Commons (GDC)
dataset	854792cf-40d6-522e-8749-9d5703fb9b06	GDC	Genomic Characterization CS-MATCH-0007 Arm Z1D	<p>The CS-MATCH-0007 protocol is a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and posttreatment tumor biopsy specimens from all patients enrolled on a treatment arm of the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a>. The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to their corresponding genomic alterations. Arm Z1D is one of the treatment sub-protocols within the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a> where patients with MMR deficiency are treated with nivolumab. This subprotocol is one of the treatment arms in the EAY-131 trial included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood and RNA from tumor tissue. A fuller genomic landscape of tumors from these patients will enable discovery of potential molecular features correlated to clinical outcomes or lay the foundation for future studies leading to new and more effective treatments.</p>	phs001859	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001859	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	31922567;33048619;31765263;37322121	Division of Cancer Treatment and Diagnosis	10/17/2022	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	36	36	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	MLH1;MSH2	Turcot syndrome	Turcot syndrome;Blastoma;CA;CA - Cancer;Cancer;MT	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	1e7af613-7de3-53f4-828f-26fc24512604	GDC	APOLLO1: Proteogenomic Analysis of Lung Adenocarcinoma	<p>APOLLO is a proteogenomic study seeking to describe the major genome, transcriptome, proteome and phosphoproteome alterations, subtypes, and molecular predictors of patient outcomes. This study includes 87 lung adenocarcinomas and matched normal tissues from the Lung Cancer Biospecimen Resource Network (<a href='https://lungbio.sites.virginia.edu/' target='_blank'>https://lungbio.sites.virginia.edu/</a>). Tumor tissues were profiled by whole genome sequencing, transcriptome sequencing, MS-based proteomics and phosphoproteomics, and reverse phase protein arrays. Matched normal tissues were profiled by whole genome sequencing. Clinical and sample data include survival times, patient features, and tumor characteristics.</p>	phs003011	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003011	Christopher A. Moskaluk, MD, PhD	Sean Hanlon	Center for Strategic Scientific Initiatives (CSSI)	36384096		10/3/2022	GRU		Tumor	Lung Cancer	87	261	https://proteomics.cancer.gov/programs/apollo-network;https://gdc.cancer.gov/about-data/publications/APOLLO-LUAD-2022			ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung;Adenocarcinoma, Lung;Adenocarcinomas, Lung;Lung Adenocarcinoma	NCI Genomic Data Commons (GDC)
dataset	7a80272d-d8ea-59bd-aefe-c15e7fb14183	GDC	CCG Multicentric Italian Lung Detection (MILD)	<p>For the CCG-MILD project, NCI will utilize whole genome sequencing and/or whole exome sequencing in conjunction with transcriptome sequencing to try to identify recurrent genetic alterations (mutations, deletions, amplifications, rearrangements) and/or gene expression signatures that would be important to the hypothesis(es) submitted by the investigators. The samples will be processed and submitted for genomic characterization using the established NCI Genome Characterization Pipeline. Subsequent genomic and clinical data will be hosted at the NCI Genomic Data Commons (GDC). </p>	phs002253	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002253	Jean Claude Zenklusen, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)			9/21/2022	GRU		Case Set	Lung Cancer	160	160				Lung Tumor;Lung cancer;Lung neoplasm;Lung tumour;Neoplasm of Lung;Neoplasm of the Lung	NCI Genomic Data Commons (GDC)
dataset	eeb80a29-f517-5b43-874f-fc79342dd9c7	GDC	UCSF Database for the Advancement of JMML - Integration of Metadata with Omic Data	<p>Juvenile myelomonocytic leukemia (JMML) is a rare and frequently fatal myeloproliferative/myelodysplastic disorder of early childhood with an estimated incidence of 1.2 cases per million. It is associated with a spectrum of diverse outcomes ranging from spontaneous resolution in rare patients to transformation to acute myeloid leukemia in others. The overwhelming majority of JMML patients (~95%) will harbor mutations in canonical Ras pathway genes, including <i><a href='https://www.ncbi.nlm.nih.gov/gene/4763' target='_blank'>NF1</a></i>, <i><a href='https://www.ncbi.nlm.nih.gov/gene/4893' target='_blank'>NRAS</a></i>, <i><a href='https://www.ncbi.nlm.nih.gov/gene/3845' target='_blank'>KRAS</a></i>, <i><a href='https://www.ncbi.nlm.nih.gov/gene/5781' target='_blank'>PTPN11</a></i>, and <i><a href='https://www.ncbi.nlm.nih.gov/gene/867' target='_blank'>CBL</a></i>. As Ras proteins are mutated in more than 30% of human cancers, the information gleaned from the study of JMML has provided insights into Ras signaling in cancer as well as a group of congenital diseases with tumor predispositions known as the &#8220;Rasopathies&#8221;. While oncogenic Ras is one of the most common mutations in human cancer, it remains one of the most vexing targets for efficacious therapy.</p><p> </p><div> </div><div>To better understand this disease, a JMML tissue bank was established at UCSF that allows for consenting of subjects, biobanking of tissue and collection of follow up data from patients both locally and at other institutions. Through the collection and analysis of specimens, knowledge about the genetic, epigenetic, and biochemical basis of JMML has been gained. This integrated database will enable future JMML research, and importantly, additional Ras/MAPK pathway research by depositing linked, processed data to well annotated anonymized patients in an easily accessible online database </div><br><p></p>	phs002504	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002504	Elliot Stieglitz, MD	Freddie Pruitt	Center for Cancer Genomics (CCG)	25704135;26457647;29259179;29528181;31347788;31511612;32815876;33139265;33375775		8/5/2022	GRU	AMPLICON;WGA;Bisulfite-Seq;RNA-Seq;WXS	Clinical Cohort;Epigenetics;Exome Sequencing;Individual-Level Genomic Data;Longitudinal;Transcriptome Sequencing;Tumor vs. Matched-Normal	Leukemias	188	328		RUNX1;CBL;DNMT3A;EZH2;FLT3;GATA2;JAK3;KRAS;NF1;NRAS;PTPN11;RRAS;ZRSR2;SH2B3;RRAS2;SETBP1;ASXL1	Neurofibromatosis 1	Neurofibromatosis 1;JCML;JCML - Juvenile chronic myeloid leukemia;JMML;Juvenile Chronic Myelogenous Leukemia;Juvenile Myelomonocytic Leukemias	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	0eed9bc3-b1aa-5853-96a3-c9fe964f784e	GDC	CALGB/SWOG 80405 ct DNA Biomarker Evaluation	<p>To investigate treatment-specific mutations that underlie resistance to treatment with chemotherapy +/- bevacizumab or cetuximab in first line metastatic Colorectal Cancer (mCRC) patients, we performed targeted sequencing of circulating free DNA (cfDNA) from longitudinal plasma samples. These samples were collected at baseline (PRE, n=354), during treatment (OTH, n=259), and/or at progression or end of the protocol treatment (EOT, n=355) from CALGB/SWOG 80405, a randomized phase III trial that evaluated the efficacy of chemotherapy plus bevacizumab or cetuximab treatment in first line colorectal cancer patients (<a href='https://clinicaltrials.gov/ct2/show/NCT00265850' target='_blank'>NCT00265850</a>).</p>	phs002941	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002941	Xueping Qu	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	28632865		7/29/2022	DS-CA-COL;GRU-COL	WXS	Longitudinal	Colorectal Cancer	367	968				CRC;Cancer of Large Bowel;Cancer of Large Intestine;Cancer of the Large Bowel;Cancer of the Large Intestine;Cancer, Colorectal	NCI Genomic Data Commons (GDC)
dataset	bc4c8224-ff07-5100-ac8c-ec44a4223148	GDC	NCI CCSG CCDI Supplement Additional Genomic Submission	<p>The implementation of targeted therapies for acute myeloid leukaemia (AML) has been challenging because of the complex mutational patterns within and across patients as well as a dearth of pharmacologic agents for most mutational events. This supplement data from the Beat AML program provides Adolescent and Young Adult (AYA) and pediatric tumor specimens not previously released. These data include exome and RNA level characterization as well as analyses of <i>ex vivo</i> drug sensitivity. Collectively, this data can be leveraged to address clinical, genomic, transcriptomic and functional analyses of the biology of leukemia in pediatric and AYA populations. </p>	phs002599	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002599	Jeffrey Tyner, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)		Leukemia and Lymphoma Society;5P30CA069533	6/9/2022	GRU	RNA-Seq;WXS;Targeted-Capture	Case Set;Exome Sequencing;RNA Sequencing	Pediatric Cancer	104	203			Neoplasms	AML;AML - Acute Myeloid Leukemia;AML - Acute myeloblastic leukemia;AML - acute myeloid leukaemia;AML adult;ANLL	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	901a46c4-3e06-5033-a89f-2f65803f5072	GDC	Feasibility and Clinical Utility of Whole Genome Profiling in Pediatric and Young Adult Cancers	<div>Comprehensive Whole Genome Sequencing and Whole Transcriptome (RNASeq) analyses from 114 pediatric patients at Memorial Sloan Kettering. This dataset was used as a prospective clinical utility and feasibility study. By using our <a href='https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-020-03879-7' target='_blank' style='font-family: sans-serif; background-color: rgb(255, 255, 255);'>Isabl</a> infrastructure for precision medicine, we developed a 2-week end-to-end pipeline to analyze cfDNA, WGS and WTS, which we refer to as cWGTS.</div>	phs002620	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002620	Elli Papaemmanuil;Andrew Kung	Joseph Flores-Toro	Office of Data Sharing (ODS)		The Scarlett Fund. Olayan Fund for Precision Pediatric Cancer Medicine.	5/2/2022	GRU	RNA-Seq;WGS	Case Set;Clinical Cohort;Prospective	Pediatric Cancer	114	326			Pediatrics;Whole Genome Sequencing;RNA-Seq	Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	4d820fc0-c529-56db-a82d-0e93578ed93d	GDC	MP2PRT: Identification of Genetic Changes Associated with Relapse and/or Adaptive Resistance in Patients Registered as Favorable Histology Wilms Tumor on AREN03B2	<p>The Molecular Profiling to Predict Response to Treatment (MP2PRT) program is part of the NCI's Cancer Moonshot Initiative. The aim of this program is the retrospective characterization and analysis of biospecimens collected from completed NCI-sponsored trials of the National Clinical Trials Network and the NCI Community Oncology Research Program. This study, titled 'Identification of Genetic Changes Associated with Relapse and/or Adaptive Resistance in Patients Registered as Favorable Histology Wilms Tumor on AREN03B2', performs genomic characterization (WGS 30X, Total RNAseq, miRNAseq) on a discovery set of 70 trio cases (normal tissue, tumor tissue at time of diagnosis, tumor tissue at time of relapse) from patients who relapsed with Favorable Histology Wilms Tumor. Prioritized findings from the discovery set will be validated using Targeted Sequencing in an independent validation set of 47 relapse samples.</p>	phs001965	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001965	Elizabeth Jones Perlman, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)		Contract HHSN261201500003I	4/22/2022	GRU		Case Set	Complex Mixed and Stromal Cancer	84	84				Embryonal adenosarcoma;Embryonal nephroma;Kidney Nephroblastoma;NEPHROBLASTOMA;Nephroblastoma (Wilms tumor);Nephroblastomas	NCI Genomic Data Commons (GDC)
